time_s,requested_valve,valve,rpm,total_flow_kg_s,chamber_pressure_pa,pump_power_w,minimum_npsh_m,estopped,alarms
1.0,1.0,1.0,27993.269654660253,1.1664221536068038,26397108.9395975,74682.42019998166,39.37569578724863,False,
1.0050000000000001,1.0,1.0,27993.54432370741,1.173502324216971,26546677.769144427,75137.21619721293,39.376337770800795,False,
1.01,1.0,1.0,27993.80778336164,1.1801407369058723,26687585.701591738,75563.68397588775,39.376943227636204,False,
1.0150000000000001,1.0,1.0,27994.06049108435,1.186364970823782,26820333.85698091,75963.58930661945,39.37751401164854,False,
1.02,1.0,1.0,27994.3028856677,1.1922008826777746,26945394.839280784,76338.58787383989,39.37805191251203,False,
1.025,1.0,1.0,27994.535387996515,1.1976727143332608,27063214.278290145,76690.23213683581,39.3785586534567,False,
1.03,1.0,1.0,27994.758401779065,1.2028031936925152,27174212.299488768,77019.97776358065,39.37903588993718,False,
1.035,1.0,1.0,27994.972314248076,1.2076136292702988,27278784.923627716,77329.18966391393,39.37948520904773,False,
1.04,1.0,1.0,27995.177496833097,1.2121239988604284,27377305.398054816,77619.14764697448,39.37990812955686,False,
1.045,1.0,1.0,27995.37430580543,1.2163530326625243,27470125.46192577,77891.05172625126,39.380306102452124,False,
1.05,1.0,1.0,27995.56308289676,1.2203182912151074,27557576.547562964,78146.02709416582,39.38068051190129,False,
1.055,1.0,1.0,27995.744155892506,1.2240362384595702,27639970.920299366,78385.1287867422,39.38103267654934,False,
1.06,1.0,1.0,27995.917839200993,1.2275223102392785,27717602.75918978,78609.34605764432,39.38136385108243,False,
1.065,1.0,1.0,27996.084434399363,1.230790978519036,27790749.180991087,78819.60647966429,39.381675228000084,False,
